Id,Account,Date,Attitude,Text
736945758402842625,@realDonaldTrump,Sun May 29 15:42:15 +0000 2016, :),Had a good day and had dinner with @realDonaldTrump campaign manager and I'm best friends w the son :) https://t.co/ufMFgzwIbQ
736944524224692225,@realDonaldTrump,Sun May 29 15:37:20 +0000 2016, :),@KatrinaCampins @HilClin4WOPriso @LynnePatton @realDonaldTrump They will make a great First Family!! :)
736942309477126144,@realDonaldTrump,Sun May 29 15:28:32 +0000 2016, :),"@alexazzam40 @realDonaldTrump Well said, brother :)."
736941579399770112,@realDonaldTrump,Sun May 29 15:25:38 +0000 2016, :),RT @Napoleonlegal: @realDonaldTrump @Arizonadog1 Sometimes it takes Mr. Trump's staff a few beats to catch up with his advisors :)
736940783106818051,@realDonaldTrump,Sun May 29 15:22:29 +0000 2016, :),"@BillKristol @DavidAFrench @realDonaldTrump how many wars has Kirstol fought in, given you always want to go to war.  :)"
736939726817525760,@realDonaldTrump,Sun May 29 15:18:17 +0000 2016, :),"@lightlady @HilClin4WOPriso @realDonaldTrump @petrotaz50 @risetoflyy @pnehlen Killary is good, I prefer ""lying felonious hag""  :-)"
736935784146558976,@realDonaldTrump,Sun May 29 15:02:37 +0000 2016, :),RT @editoranshul: @DelishDirection or they elected their version of @realDonaldTrump :)
736933843039457280,@realDonaldTrump,Sun May 29 14:54:54 +0000 2016, :),@sgre144 :-) cc: @gerardtbaker @realDonaldTrump
736932590918111239,@realDonaldTrump,Sun May 29 14:49:55 +0000 2016, :),@realDonaldTrump @freddoso you sir is what is known as a piece of work..:)
736932395975204867,@realDonaldTrump,Sun May 29 14:49:09 +0000 2016, :),"@realDonaldTrump Trump, supporters are 100% backing you for your management skills, and the whole enchilada :)"
736931806449139716,@realDonaldTrump,Sun May 29 14:46:48 +0000 2016, :),@realDonaldTrump &amp; WE love you because you love America and everyone inside of it:):) https://t.co/mWwILeJM2Q
736930896167632896,@realDonaldTrump,Sun May 29 14:43:11 +0000 2016, :),"@delong @gerardtbaker #txlege How about @realDonaldTrump, I assume he'll also make Berkeley great again. :-)"
736930141851385858,@realDonaldTrump,Sun May 29 14:40:11 +0000 2016, :),"@realDonaldTrump King Obama, is a SCUMBAG, and lies just as bad as crooked Hillary, and that goes for DAFFY DUCK WARREN :)"
736929195117268995,@realDonaldTrump,Sun May 29 14:36:26 +0000 2016, :),@realDonaldTrump #YESWEDO :)
736928966120873985,@realDonaldTrump,Sun May 29 14:35:31 +0000 2016, :),@DelishDirection or they elected their version of @realDonaldTrump :)
736928641645322240,@realDonaldTrump,Sun May 29 14:34:14 +0000 2016, :),@realDonaldTrump @LindaSuhler  @EdvisoryCouncil  @RealAlexJones  I'd â™ˇ to see @realDonaldTrump on a Harley! #MAGA :) https://t.co/xxbkkY1Tfn
736928494488293377,@realDonaldTrump,Sun May 29 14:33:39 +0000 2016, :),"Nice to see that @marcorubio is still on the ""likely to impeach @realDonaldTrump"" list :) https://t.co/zVc4koWNoh"
736928197972004864,@realDonaldTrump,Sun May 29 14:32:28 +0000 2016, :),@thegrugq_ebooks @thegrugq  i gets my facts from @realDonaldTrump strength = weakness slavery = freedom encryption = treason :)
736923963213946880,@realDonaldTrump,Sun May 29 14:15:38 +0000 2016, :),@realDonaldTrump I'm not talking about the general election today.   That's just me though!    :)
736923284617474048,@realDonaldTrump,Sun May 29 14:12:57 +0000 2016, :),"@anondud3 @realDonaldTrump Baby (millennial s) baiting, they will believe anything you tell them! This lesson was important? GTH! :P"
736923255223820288,@realDonaldTrump,Sun May 29 14:12:50 +0000 2016, :),@realDonaldTrump thank you!   Happy Memorial Day to you!   I truly appreciate our military!   Donald take care!     :)
736923003452162048,@realDonaldTrump,Sun May 29 14:11:50 +0000 2016, :),@nytimes people are only blaming the media because they don't want to accept the truth: @realDonaldTrump and fascist leaders are similar. :P
736917491864207360,@realDonaldTrump,Sun May 29 13:49:55 +0000 2016, :),@Parker9_ @realDonaldTrump sure wait and see :)
736914087477665793,@realDonaldTrump,Sun May 29 13:36:24 +0000 2016, :),RT @sabena_siddiqi: @realDonaldTrump and his followers are made differently :) https://t.co/dXVU2g18lv
736913513583661057,@realDonaldTrump,Sun May 29 13:34:07 +0000 2016, :),"@EdMahmoud @realDonaldTrump Ok, if it makes you feel good: Trump is NOT a racist and NOT a fraud. Feel better now? :)"
736912724442140676,@realDonaldTrump,Sun May 29 13:30:59 +0000 2016, :),"if you see me favouriting any @realDonaldTrump tweets, know that they are merely used as quotes in my essay against him :) :). #feelthebern"
736910504086671360,@realDonaldTrump,Sun May 29 13:22:09 +0000 2016, :),I wonder if the @LEGO_Group job listing page gets a surge every time @realDonaldTrump says something scary :-) @LEGOTrump #movingtoDK
736906062356467713,@realDonaldTrump,Sun May 29 13:04:30 +0000 2016, :),@realDonaldTrump @RubberBlon those matter? More like entertainment to laugh at. That's what your good for. For us to laugh at :)
736905105664942080,@realDonaldTrump,Sun May 29 13:00:42 +0000 2016, :),@Trump_Videos @realDonaldTrump I love hearing these stories of legal immigrants :)
736904107789672449,@realDonaldTrump,Sun May 29 12:56:44 +0000 2016, :),@PatriotByGod @newtgingrich @realDonaldTrump @DanScavino @EricTrump that's actually really good mr trump would love newts brand hahahaha :)
736903163232423936,@realDonaldTrump,Sun May 29 12:52:59 +0000 2016, :),"@realDonaldTrump You obviously aren't bringing in the crowds, :P Maybe they'll pan the crowd if you get 35k https://t.co/L7docaOvVD"
736902850157129730,@realDonaldTrump,Sun May 29 12:51:45 +0000 2016, :),@realDonaldTrump  I Am Your Biggest 10 Year Old Fan! I Hope You Respond :) #MakeAmericaGreatAgain
736900431251640320,@realDonaldTrump,Sun May 29 12:42:08 +0000 2016, :),"@realDonaldTrump and I will wish botulism on you! :-) cuz you make me sick to my stomach, I would like to return the favor."
736899000272445441,@realDonaldTrump,Sun May 29 12:36:27 +0000 2016, :),@realDonaldTrump sometimes I wonder Y??:)
736898301258289152,@realDonaldTrump,Sun May 29 12:33:40 +0000 2016, :),RT @sabena_siddiqi: @realDonaldTrump and his followers are made differently :) https://t.co/dXVU2g18lv
736897381057187840,@realDonaldTrump,Sun May 29 12:30:01 +0000 2016, :),RT @TooMuchSassell: Looks like #ChickenTrump has his own stupid nickname now :) @realDonaldTrump
736891351149617152,@realDonaldTrump,Sun May 29 12:06:03 +0000 2016, :),@realDonaldTrump and his followers are made differently :) https://t.co/dXVU2g18lv
736890935380959232,@realDonaldTrump,Sun May 29 12:04:24 +0000 2016, :),"@realDonaldTrump poem for the 'sleepers' &amp; Memorial Day!  had to RT, 1 word out of order! : )  t.u. Mr. President! https://t.co/e3ZnPW8Wyf"
736890885732982785,@realDonaldTrump,Sun May 29 12:04:12 +0000 2016, :),"@realDonaldTrump Strategically it would be good to be nice to B. Sanders, once he is out his voters vote for Trump, not Hillary! :)"
736882264668286976,@realDonaldTrump,Sun May 29 11:29:57 +0000 2016, :),Looks like #ChickenTrump has his own stupid nickname now :) @realDonaldTrump
736877157297840128,@realDonaldTrump,Sun May 29 11:09:39 +0000 2016, :),Careful now. Talk like that is actionable.  :) @theartguy @BillNye @realDonaldTrump
736875779766751232,@realDonaldTrump,Sun May 29 11:04:11 +0000 2016, :),@GOP  @realDonaldTrump Gotta love it when cartoonists do a double take down in one shot. :D https://t.co/NcSSeZE9HN
736867550626222080,@realDonaldTrump,Sun May 29 10:31:29 +0000 2016, :),@MichelleMeyer10 @realDonaldTrump @relatbleme  Finish your high school first :-)
736866929265283072,@realDonaldTrump,Sun May 29 10:29:00 +0000 2016, :),@MichelleMeyer10 @realDonaldTrump @relatbleme  There is nothing called Taqiya in Islam đź‚ Read Quran :-) don't believe in hear says :-)
736860698160943104,@realDonaldTrump,Sun May 29 10:04:15 +0000 2016, :),"I love Morgan Freeman. So nice to hear &amp; couldn't agree more :) 1 People, 1 Nation! True American!  @realDonaldTrump https://t.co/knuIOKNtNF"
736844368850489344,@realDonaldTrump,Sun May 29 08:59:22 +0000 2016, :),@realDonaldTrump @KatrinaPierson @kayleighmcenany @TeamTrump5  All the best for November :)
736844153854648320,@realDonaldTrump,Sun May 29 08:58:30 +0000 2016, :),"@realDonaldTrump Koooooool. Well done :) Minimum wage, social security, affordable education, health! No flipflop on anti-radicalization :)"
736844048913158144,@realDonaldTrump,Sun May 29 08:58:05 +0000 2016, :),@realDonaldTrump @Arizonadog1 Sometimes it takes Mr. Trump's staff a few beats to catch up with his advisors :)
736843934316404737,@realDonaldTrump,Sun May 29 08:57:38 +0000 2016, :),@realDonaldTrump @Arizonadog1 :)
736834890201698304,@realDonaldTrump,Sun May 29 08:21:42 +0000 2016, :),"@NancyOllom big surprise. welfare mooch, most likely. i bet @realDonaldTrump would think highly of you. :)"
736833789809287168,@realDonaldTrump,Sun May 29 08:17:19 +0000 2016, :),@RobertADorrough @realDonaldTrump @BernieSanders :)
736832926235512832,@realDonaldTrump,Sun May 29 08:13:53 +0000 2016, :),RT @Patrickesque: @elizabethforma @realDonaldTrump ask Donald what his ethnicity is :) https://t.co/rj61u1aQv5
736832471283556352,@realDonaldTrump,Sun May 29 08:12:05 +0000 2016, :),Bless these families &lt;3 Thank you @realDonaldTrump  you made their day! :)  https://t.co/6kcaXqeUmu
